Id;ChapterId;Name;Text;Transcription;Translation;Comment;Order;Audio;AudioSanskrit
192;4;4.40;"अज्ञश्चाश्रद्दधानश्चसंशयात्मा विनश्यति ।
नायं लोकोऽस्ति न परो न सुखं संशयात्मनः ॥४०॥";"аджн̃аш́ ча̄ш́раддадха̄наш́ ча, сам̇ш́айа̄тма̄ винаш́йати
на̄йам̇ локо ’сти на паро, на сукхам̇ сам̇ш́айа̄тманах̣";Но невежда, лишенный веры в Мои слова и пребывающий в сомнениях, обречен на поражение. Для сомневающейся души нет счастья ни в этой жизни, ни в следующей.;NULL;40;/Files/a25ace5ca74c48eeb9ebd477f5ad5b4c.mp3;/Files/550c184fa1854a34ab8bdbba88e61fd4.mp3
193;4;4.41;"योगसन्न्यस्तकर्माणं ज्ञानसञ्छिन्नसंशयम् ।
आत्मवन्तं न कर्माणि निबध्नन्ति धनञ्जय ॥४१॥";"йога-саннйаста-карма̄н̣ам̇, джн̃а̄на-сан̃чхинна-сам̇ш́айам
а̄тмавантам̇ на карма̄н̣и, нибадхнанти дханан̃джайа";Дхананджая, человек, избравший путь бескорыстной деятельности и отвергший все мирское, рассеявший тьму сомнений светом божественного знания и осознавший свою духовную природу, никогда не порабощается последствиями своей деятельности.;NULL;41;/Files/abc3eefe354343ef9df93bde04926135.mp3;/Files/ab5ec9f7129f4021b07720dfacc003eb.mp3
194;4;4.42;"तस्मादज्ञानसंभूतं हृत्स्थं ज्ञानासिनात्मनः ।
छित्त्वैनं संशयं योगमातिष्ठोत्तिष्ठ भारत ॥४२॥";"тасма̄д аджн̃а̄на-самбхӯтам̇, хр̣т-стхам̇ джн̃а̄на̄сина̄тманах̣
чхиттваинам̇ сам̇ш́айам̇ йогам, а̄тиш̣т̣хоттиш̣т̣ха бха̄рата";Поэтому, Бхарата, мечом знания разруби в своем сердце узел сомнений, порожденных лишь невежеством. Встав на путь йоги, воспрянь духом и сражайся!;NULL;42;/Files/7cb0088810fa44d0b53514bb5435bd71.mp3;/Files/15ed0c18ba834e1cbc9922316f2f76d6.mp3
195;5;5.1;"अर्जुन उवाच।
संन्यासं कर्मणां कृष्ण पुनर्योगं च शंससि ।
यच्छ्रेय एतयोरेकं तन्मे ब्रूहि सुनिश्चितम् ॥१॥";"арджуна ува̄ча
саннйа̄сам̇ карман̣а̄м кр̣ш̣н̣а, пунар йогам̇ ча ш́ам̇саси
йач чхрейа этайор экам̇, тан ме брӯхи суниш́читам";"Арджуна сказал:
О Кришна! Сначала Ты превозносил путь отречения от деятельности, а затем — путь бескорыстных деяний. Прошу Тебя, укажи мне ясно, какой из этих путей наиболее благоприятен.";NULL;1;/Files/5c81242846544b639d8fc6105d3d3cce.mp3;/Files/4460590ee2554967940903d19bb25fc6.mp3
196;5;5.2;"श्रीभगवानुवाच।
संन्यासः कर्मयोगश्च निःश्रेयसकरावुभौ ।
तयोस्तु कर्मसंन्यासात्कर्मयोगो विशिष्यते ॥२॥";"ш́рӣ бхагава̄н ува̄ча
саннйа̄сах̣ карма-йогаш́ ча, них̣ш́рейаса-кара̄в убхау
тайос ту карма-саннйа̄са̄т, карма-його виш́иш̣йате";"Всевышний ответил:
Как путь отречения от деятельности, так и путь бескорыстных деяний благоприятны, однако бескорыстная деятельность выше.";NULL;2;/Files/b3e9c3e357874f31a29a2a7c77a312d3.mp3;/Files/7372514047364a92a71504042afbb2d8.mp3
197;5;5.3;"ज्ञेयः स नित्यसंन्यासी यो न द्वेष्टि न काङ्क्षति ।
निर्द्वन्द्वो हि महाबाहो सुखं बन्धात्प्रमुच्यते ॥३॥";"джн̃ейах̣ са нитйа-саннйа̄сӣ, йо на двеш̣т̣и на ка̄н̇кш̣ати
нирдвандво хи маха̄-ба̄хо, сукхам̇ бандха̄т прамучйате";Сильнорукий Арджуна! Знай, что тот, кто свободен от влечения или отвращения к чему-либо, тот воистину отречен, хотя и совершает действия. Поскольку он превзошел двойственность этого мира, он легко освобождается из рабства материального бытия.;NULL;3;/Files/85b1c785d05d4c4d87afd0f18c5dfbff.mp3;/Files/d88000ed8abe4f38b01a601eb6de3b3b.mp3
198;5;5.4;"सांख्ययोगौ पृथग्बालाः प्रवदन्ति न पण्डिताः ।
एकमप्यास्थितः सम्यगुभयोर्विन्दते फलम् ॥४॥";"са̄н̇кхйа-йогау пр̣тхаг ба̄ла̄х̣, праваданти на пан̣д̣ита̄х̣
экам апй а̄стхитах̣ самйаг, убхайор виндате пхалам";Несведущие люди склонны проводить различия между путем философского познания своего «я», отличного от материи, и путем бескорыстной деятельности. Но мудрецы считают, что те, кто следует совершенным образом по любому из этих путей, достигают одной и той же цели.;NULL;4;/Files/cc02b54bf5b24de8a28c1dc82f170a9a.mp3;/Files/c4e66fbc6ae4497882fdd0be06ab0f52.mp3
199;5;5.5;"यत्सांख्यैः प्राप्यते स्थानं तद्योगैरपि गम्यते ।
एकं सांख्यं च योगं च यः पश्यति स पश्यति ॥५॥";"йат са̄н̇кхйаих̣ пра̄пйате стха̄нам̇, тад йогаир апи гамйате
экам̇ са̄н̇кхйам̇ ча йогам̇ ча, йах̣ паш́йати са паш́йати";Кто не делает различия между двумя путями (санкхья-йоги и карма-йоги), тот обладает подлинным знанием.;NULL;5;/Files/216f921823f74213abf04e2d836c9410.mp3;/Files/dc360a3660e847d1959ed38c87fd2550.mp3
200;5;5.6;"संन्यासस्तु महाबाहो दुःखमाप्तुमयोगतः ।
योगयुक्तो मुनिर्ब्रह्म न चिरेणाधिगच्छति ॥६॥";"саннйа̄сас ту маха̄-ба̄хо, дух̣кхам а̄птум айогатах̣
йога-йукто мунир брахма, на чирен̣а̄дхигаччхати";Сильнорукий Арджуна! Если человек не научился действовать бескорыстно, то само по себе отречение от деятельности принесет ему лишь скорбь. Но мудрец, посвятивший себя бескорыстной деятельности, быстро достигнет духовного сознания.;NULL;6;/Files/6cc6b1e6168a424ea9bdb94a60b36210.mp3;/Files/7bcb05e634204802a1964882d115895a.mp3
201;5;5.7;"योगयुक्तो विशुद्धात्मा विजितात्मा जितेन्द्रियः ।
सर्वभूतात्मभूतात्मा कुर्वन्नपि न लिप्यते ॥७॥";"йога-йукто виш́уддха̄тма̄, виджита̄тма̄ джитендрийах̣
сарва-бхӯта̄тмабхӯта̄тма̄, курванн апи на липйате";Чистый сердцем йог, обуздавший ум и чувства, дорог всем — и все дороги ему. Хотя он и занят разнообразной деятельностью, ее последствия не затрагивают его.;NULL;7;/Files/0449fc071b0a4df98cfeaa82ddba9635.mp3;/Files/2c0af568e45c4b7b8cfb135608619500.mp3
202;5;5.8-9;"नैव किंचित्करोमीति युक्तो मन्येत तत्त्ववित् ।
पश्यञ्श्रृण्वन्स्पृशञ्जिघ्रन्नश्नन्गच्छन्स्वपञ्श्वसन् ॥८॥
प्रलपन्विसृजन्गृह्णन्नुन्मिषन्निमिषन्नपि ।
इन्द्रियाणीन्द्रियार्थेषु वर्तन्त इति धारयन् ॥ ९॥";"наива кин̃чит каромӣти, йукто манйета таттва-вит
паш́йан̃ ш́р̣н̣ван спр̣ш́ан̃ джигхранн, аш́нан гаччхан свапан ш́васан
пралапан виср̣джан гр̣хн̣анн, унмиш̣ан нимиш̣анн апи
индрийа̄н̣ӣндрийа̄ртхеш̣у, вартанта ити дха̄райан";Несмотря на то что такой просветленный йог видит, слышит, осязает, обоняет, двигается, дышит, спит, говорит, наполняет желудок и опорожняет кишечник, берет предметы, открывает и закрывает глаза, он осознает: «Это всего лишь мои органы чувств взаимодействуют с их объектами, тогда как сам я бездействую в этом мире».;NULL;8;/Files/4a73149cae7d4ad2a37c36c131062fee.mp3;/Files/25a3efb8a36c4b32a3527d54f294ebd4.mp3
203;5;5.10;"ब्रह्मण्याधाय कर्माणि सङ्गं त्यक्त्वा करोति यः ।
लिप्यते न स पापेन पद्मपत्रमिवाम्भसा ॥१०॥";"брахман̣й а̄дха̄йа карма̄н̣и, сан̇гам̇ тйактва̄ кароти йах̣
липйате на са па̄пена, падма-патрам ива̄мбхаса̄";Как не смачивается водой цветок лотоса, растущий в озере, так и бескорыстно действующий ради Всевышнего не затрагивается грехом.;NULL;9;/Files/0a80c3dac8bb49ef860c593b9b88421d.mp3;/Files/13bd96fb75e9477b81d8b3a429ce612f.mp3
204;5;5.11;"कायेन मनसा बुद्ध्या केवलैरिन्द्रियैरपि ।
योगिनः कर्म कुर्वन्ति सङ्गं त्यक्त्वात्मशुद्धये ॥११॥";"ка̄йена манаса̄ буддхйа̄, кевалаир индрийаир апи
йогинах̣ карма курванти, сан̇гам̇ тйактва̄тма-ш́уддхайе";Отказавшись от мирских привязанностей, йог использует тело, разум, ум и чувства только ради очищения сознания.;NULL;10;/Files/34f52f1e1bcf472a874dd7fb1e9287b1.mp3;/Files/74ad877a106b4a52a021310d6b5f7a0c.mp3
205;5;5.12;"युक्तः कर्मफलं त्यक्त्वा शान्तिमाप्नोति नैष्ठिकीम् ।
अयुक्तः कामकारेण फले सक्तो निबध्यते ॥१२॥";"йуктах̣ карма-пхалам̇ тйактва̄, ш́а̄нтим а̄пноти наиш̣т̣хикӣм
айуктах̣ ка̄ма-ка̄рен̣а, пхале сакто нибадхйате";Йог, не привязанный к результатам своей деятельности, обретает непреходящее умиротворение. Тогда как тот, кто с привязанностью трудится ради плодов мирского счастья, становится узником своих желаний.;NULL;11;/Files/004a028c67b940279668f1be495039ea.mp3;/Files/f66e64d2621b4f789961fb5f45fc59f7.mp3
206;5;5.13;"सर्वकर्माणि मनसा संन्यस्यास्ते सुखं वशी ।
नवद्वारे पुरे देही नैव कुर्वन्न कारयन् ॥१३॥";"сарва-карма̄н̣и манаса̄, саннйасйа̄сте сукхам̇ ваш́ӣ
нава-два̄ре пуре дехӣ, наива курван на ка̄райан";Внутренне отрешенная от всякой деятельности, контролирующая чувства душа счастливо пребывает в обители тела, подобной городу с девятью вратами. Она сознает, что не совершает деятельности, и не побуждает к деятельности других.;* Материальное тело имеет девять врат. Это два глаза, две ноздри, два уха, рот, гениталии и анус.;12;/Files/bc8db6ff695c4b5b8d8405e32320e603.mp3;/Files/0be2e6c3a3984185a83c7e1e00a7c39e.mp3
207;5;5.14;"न कर्तृत्वं न कर्माणि लोकस्य सृजति प्रभुः ।
न कर्मफलसंयोगं स्वभावस्तु प्रवर्तते ॥१४॥";"на картр̣твам̇ на карма̄н̣и, локасйа ср̣джати прабхух̣
на карма-пхала-сам̇йогам̇, свабха̄вас ту правартате";Господь не создает ни желание действовать, ни сами поступки людей, ни последствия этих поступков. Все это совершается самими душами, отождествившими свои интересы с миром материи.;NULL;13;/Files/f2b1f01e23054a168012e4769ab5f349.mp3;/Files/a21cf75339034771b161a24f14111cff.mp3
208;5;5.15;"नादत्ते कस्यचित्पापं न चैव सुकृतं विभुः ।
अज्ञानेनावृतं ज्ञानं तेन मुह्यन्ति जन्तवः ॥१५॥";"на̄датте касйачит па̄пам̇, на чаива сукр̣там̇ вибхух̣
аджн̃а̄нена̄вр̣там̇ джн̃а̄нам̇, тена мухйанти джантавах̣";Он не ответственен ни за греховные, ни за праведные деяния живых существ. Ибо они сами утратили знание о своей духовной природе, погрузившись во тьму неведения.;NULL;14;/Files/91e6c7fc8cab401caf8e6a4b13dba0ac.mp3;/Files/0e5cae50559949749a423b3e62ac6cdc.mp3
209;5;5.16;"ज्ञानेन तु तदज्ञानं येषां नाशितमात्मनः ।
तेषामादित्यवज्ज्ञानं प्रकाशयति तत्परम् ॥१६॥";"джн̃а̄нена ту тад аджн̃а̄нам̇, йеш̣а̄м̇ на̄ш́итам а̄тманах̣
теш̣а̄м а̄дитйавадж джн̃а̄нам̇, прака̄ш́айати тат парам";Те же, кто соприкасается с духовным знанием, освобождаются от мирской иллюзии. Подобно восходящему солнцу, рассеивающему тьму, свет истины являет им Высшую Реальность.;NULL;15;/Files/ea1bdc3e43e44045bd909ad6b1b3a033.mp3;/Files/d491d6d5202b4a7aba32de4069639510.mp3
210;5;5.17;"तद्बुद्धयस्तदात्मानस्तन्निष्ठास्तत्परायणाः ।
गच्छन्त्यपुनरावृत्तिं ज्ञाननिर्धूतकल्मषाः ॥१७॥";"тад-буддхайас тад-а̄тма̄нас, тан-ниш̣т̣ха̄с тат-пара̄йан̣а̄х̣
гаччхантй апунар-а̄вр̣ттим̇, джн̃а̄на-нирдхӯта-калмаш̣а̄х̣";Ум, разум, вера и надежда предавшихся Мне душ всегда обращены ко Мне. Благодаря духовному знанию они освобождаются от материальной скверны и достигают мира за пределами рождения и смерти.;NULL;16;/Files/e2a8b24f04cc4cf9af4b91782d862eb8.mp3;/Files/78a1cd45fd1348ec9628a389600aef62.mp3
211;5;5.18;"विद्याविनयसंपन्ने ब्राह्मणे गवि हस्तिनि ।
शुनि चैव श्वपाके च पण्डिताः समदर्शिनः ॥१८॥";"видйа̄-винайа-сампанне, бра̄хман̣е гави хастини
ш́уни чаива ш́вапа̄ке ча, пан̣д̣ита̄х̣ сама-дарш́инах̣";Украшенный пониманием истины и смирением мудрец видит единую духовную сущность во всех живых существах, будь то праведный брахман, корова, слон, собака или собакоед.;NULL;17;/Files/63b4463b565f4b21a45400ff055b6009.mp3;/Files/abacdb86850149198cdbe173982cb47e.mp3
212;5;5.19;"इहैव तैर्जितः सर्गो येषां साम्ये स्थितं मनः ।
निर्दोषं हि समं ब्रह्म तस्माद्ब्रह्मणि ते स्थिताः ॥१९॥";"ихаива таир джитах̣ сарго, йеш̣а̄м̇ са̄мйе стхитам̇ манах̣
нирдош̣ам̇ хи самам̇ брахма, тасма̄д брахман̣и те стхита̄х̣";Тот, чей ум уравновешен, еще при жизни превосходит мир рождения и смерти. Он свободен от мирской скверны и невозмутим, подобно Брахману, ибо утвердился в Брахмане (мире чистого сознания).;NULL;18;/Files/d2ca118fd4cb4a9e99b5df0a41c38fbc.mp3;/Files/aa4f81b81a6344ee92802144914c8fbe.mp3
213;5;5.20;"न प्रहृष्येत्प्रियं प्राप्य नोद्विजेत्प्राप्य चाप्रियम् ।
स्थिरबुद्धिरसंमूढो ब्रह्मविद् ब्रह्मणि स्थितः ॥२०॥";"на прахр̣ш̣йет прийам̇ пра̄пйа, нодвиджет пра̄пйа ча̄прийам
стхира-буддхир асам̇мӯд̣хо, брахма-вид брахман̣и стхитах̣";Погруженный в надмирное, он обладает непоколебимым разумом и свободен от всех заблуждений. Постоянно пребывая в измерении духа, он не радуется, обретая желаемое, и не скорбит, соприкасаясь с нежелательным.;NULL;19;/Files/866a810aa5df4d08961409353fa8bd22.mp3;/Files/4b7a3f4fb538462ca2b94d0b1e87b922.mp3
214;5;5.21;"बाह्यस्पर्शेष्वसक्तात्मा विन्दत्यात्मनि यत्सुखम् ।
स ब्रह्मयोगयुक्तात्मा सुखमक्षयमश्नुते ॥२१॥";"ба̄хйа-спарш́еш̣в асакта̄тма̄, виндатй а̄тмани йат сукхам
са брахма-йога-йукта̄тма̄, сукхам акш̣айам аш́нуте";Освободившись от привязанности к плотским удовольствиям, такой мудрец познаёт счастье осознания себя душой. Погружаясь в созерцание надмирной Реальности, он вкушает неисчерпаемое блаженство.;NULL;20;/Files/319ae078c6dc40f691e6164c7fec58df.mp3;/Files/c1df06b34b6143d09d29dc7bba900076.mp3
215;5;5.22;"ये हि संस्पर्शजा भोगा दुःखयोनय एव ते ।
आद्यन्तवन्तः कौन्तेय न तेषु रमते बुधः ॥२२॥";"йе хи сам̇спарш́аджа̄ бхога̄, дух̣кха-йонайа эва те
а̄дй-антавантах̣ каунтейа, на теш̣у рамате будхах̣";Сын Кунти, удовольствия, возникающие благодаря взаимодействию чувств с их объектами, — источник страданий, поскольку они преходящи. Тот, кто воистину мудр, никогда не ищет их.;NULL;21;/Files/26ff50d0fbae48ca9c432ed4604f26a9.mp3;/Files/6dec28c1693142a58e73849ef833401a.mp3
216;5;5.23;"शक्नोतीहैव यः सोढुं प्राक् शरीरविमोक्षणात् ।
कामक्रोधोद्भवं वेगं स युक्तः स सुखी नरः ॥२३॥";"ш́акнотӣхаива йах̣ сод̣хум̇, пра̄к ш́арӣра-вимокш̣ан̣а̄т
ка̄ма-кродходбхавам̇ вегам̇, са йуктах̣ са сукхӣ нарах̣";Йог, способный обуздать гнев и побуждения чувств, испытывает духовное блаженство еще при жизни.;NULL;22;/Files/009fbc8facf3477da8341287eae41720.mp3;/Files/5427f230f4be40f1bb04d8d11f06b33c.mp3
217;5;5.24;"योऽन्तःसुखोऽन्तरारामस्तथान्तर्ज्योतिरेव यः ।
स योगी ब्रह्मनिर्वाणं ब्रह्मभूतोऽधिगच्छति ॥२४॥";"йо ’нтах̣-сукхо ’нтар-а̄ра̄мас, татха̄нтар-джйотир эва йах̣
са йогӣ брахма-нирва̄н̣ам̇, брахма-бхӯто ’дхигаччхати";Он черпает радость лишь во внутреннем мире и достигает просветления. Осознав себя душой, он освобождается из-под гнета материи.;NULL;23;/Files/face5cfa56ce499cbd41f72528f1463b.mp3;/Files/ce1ff77cf5d84a6eb2b9a47043c5ecb5.mp3
218;5;5.25;"लभन्ते ब्रह्मनिर्वाणमृषयः क्षीणकल्मषाः ।
छिन्नद्वैधा यतात्मानः सर्वभूतहिते रताः ॥२५॥";"лабханте брахма-нирва̄н̣ам, р̣ш̣айах̣ кш̣ӣн̣а-калмаш̣а̄х̣
чхинна-дваидха̄ йата̄тма̄нах̣, сарва-бхӯта-хите-рата̄х̣";Безгрешные и свободные от двойственности мира материи, обуздавшие себя и всегда действующие ради блага других живых существ мудрецы обретают свободу от всего бренного.;NULL;24;/Files/90a08491f0f241ac93c4a9f9653ecfc5.mp3;/Files/f092dccdbe39404586182488ce397e00.mp3
219;5;5.26;"कामक्रोधवियुक्तानां यतीनां यतचेतसाम् ।
अभितो ब्रह्मनिर्वाणं वर्तते विदितात्मनाम् ॥२६॥";"ка̄ма-кродха-вимукта̄на̄м̇, йатӣна̄м̇ йата-четаса̄м
абхито брахма-нирва̄н̣ам̇, вартате видита̄тмана̄м";Обуздавшие ум, свободные от мирских желаний и гнева, осознавшие свою духовную природу, они достигают освобождения еще при жизни или сразу после оставления тела.;NULL;25;/Files/95f0540ced0646b2b53243f83533dab8.mp3;/Files/167a1a0709fa404bba7f74f60ca4630c.mp3
220;5;5.27-28;"स्पर्शान् कृत्वा बहिर्बाह्यांश्चक्षुश्चैवान्तरे भ्रुवोः ।
प्राणापानौ समौ कृत्वा नासाभ्यन्तरचारिणौ ॥ २७॥
यतेन्द्रियमनोबुद्धिर्मुनिर्मोक्षपरायणः ।
विगतेच्छाभयक्रोधो यः सदा मुक्त एव सः ॥२८॥";"спарш́а̄н кр̣тва̄ бахир ба̄хйа̄м̇ш́, чакш̣уш́ чаива̄нтаре бхрувох̣
пра̄н̣а̄па̄нау самау кр̣тва̄, на̄са̄бхйантара-ча̄рин̣ау
йатендрийа-мано-буддхир, мунир мокш̣а-пара̄йан̣ах̣
вигатеччха̄-бхайа-кродхо, йах̣ сада̄ мукта эва сах̣";Йог, стремящийся к достижению цели духовной практики, должен изгнать из сердца склонность наслаждаться внешним миром. Сконцентрировав взгляд в межбровье и приведя в равновесие потоки воздуха, проходящие сквозь ноздри, он должен обуздать чувства, ум и разум. Освободившийся от желаний, страха и гнева, он воистину свободен.;NULL;26;/Files/30866786743a48f9b7c3a66eb4d1e2d8.mp3;/Files/5e679064fb5d40728e2b5fecc01cd51a.mp3
221;5;5.29;"भोक्तारं यज्ञतपसां सर्वलोकमहेश्वरम् ।
सुहृदं सर्वभूतानां ज्ञात्वा मां शान्तिमृच्छति ॥२९॥";"бхокта̄рам̇ йаджн̃а-тапаса̄м̇, сарва-лока-махеш́варам
сухр̣дам̇ сарва-бхӯта̄на̄м̇, джн̃а̄тва̄ ма̄м̇ ш́а̄нтим р̣ччхати";Знай, что Я — цель всех жертвоприношений и аскез, Я — владыка всех миров. Более того, Я друг и благожелатель каждого, и тот, кто постиг это, обретает подлинное умиротворение.;NULL;27;/Files/5504c4c1895c441182cfd3a3f7ddb4af.mp3;/Files/ae145448a0774ecda89a5307e546a206.mp3
222;6;6.1;"श्रीभगवानुवाच ।
अनाश्रितः कर्मफलं कार्यं कर्म करोति यः ।
स संन्यासी च योगी च न निरग्निर्न चाक्रियः ॥१॥";"ш́рӣ бхагава̄н ува̄ча
ана̄ш́ритах̣ карма-пхалам̇, ка̄рйам̇ карма кароти йах̣
са саннйа̄сӣ ча йогӣ ча, на нирагнир на ча̄крийах̣";"Всевышний сказал:
Тот, кто исполняет свои обязанности и не привязан к плодам деятельности, — истинный санньяси и йог. Недостаточно отказаться от совершения огненных жертвоприношений, чтобы стать санньяси, как недостаточно отвергнуть деятельность, чтобы стать йогом.";NULL;1;/Files/cc0244f020ed448ab6e58ca4ca46cc93.mp3;/Files/43071596816c4b1ab317229bf7bdc9e4.mp3
223;6;6.2;"यं संन्यासमिति प्राहुर्योगं तं विद्धि पाण्डव ।
न ह्यसंन्यस्तसंकल्पो योगी भवति कश्चन ॥२॥";"йам̇ саннйа̄сам ити пра̄хур, йогам̇ там̇ виддхи па̄н̣д̣ава
на хй асаннйаста-сан̇калпо, йогӣ бхавати каш́чана";Знай же, Арджуна, что санньяса (совершенное отречение) — это и есть подлинная йога, ибо тот, кто не отрекся от стремления к удовлетворению чувств, не может стать йогом.;NULL;2;/Files/00b68a986e3c4fdb9e2327ea088b391d.mp3;/Files/84dab87752d6459fabea031e5648c1c5.mp3
224;6;6.3;"आरुरुक्षोर्मुनेर्योगं कर्म कारणमुच्यते ।
योगारूढस्य तस्यैव शमः कारणमुच्यते ॥३॥";"а̄рурукш̣ор мунер йогам̇, карма ка̄ран̣ам учйате
йога̄рӯд̣хасйа тасйаива, ш́амах̣ ка̄ран̣ам учйате";Для тех, кто начинает практиковать медитативную йогу, предписанной практикой является совершение деятельности. Тем же, кто достиг высоких ступеней медитации, предписан покой для обретения полноты сосредоточения.;NULL;3;/Files/5cc6b4c11c61491692577922e9f6cb4c.mp3;/Files/713c98b832ce441fb0aae5931b091222.mp3
225;6;6.4;"यदा हि नेन्द्रियार्थेषु न कर्मस्वनुषज्जते ।
सर्वसंकल्पसंन्यासी योगारूढस्तदोच्यते ॥४॥";"йада̄ хи нендрийа̄ртхеш̣у, на кармасв ануш̣аджджате
сарва-сан̇калпа-саннйа̄сӣ, йога̄рӯд̣хас тадочйате";Когда йог оставляет помыслы об удовлетворении чувств и стремление наслаждаться плодами своего труда, тогда он считается достигшим высокой ступени йоги, ибо одержал победу над мирскими привязанностями.;NULL;4;/Files/3b1f3ee62b64493684c198f415fd52b3.mp3;/Files/e2dbf637af59480a98b14bd04f0032bd.mp3
226;6;6.5;"उद्धरेदात्मनात्मानं नात्मानमवसादयेत् ।
आत्मैव ह्यात्मनो बन्धुरात्मैव रिपुरात्मनः ॥५॥";"уддхаред а̄тмана̄тма̄нам̇, на̄тма̄нам аваса̄дайет
а̄тмаива хй а̄тмано бандхур, а̄тмаива рипур а̄тманах̣";Устремленный к истине ум способен возвысить человека, тогда как ум, привязанный к чувственным наслаждениям, ведет его к падению. Ум может быть как другом души, так и ее врагом.;NULL;5;/Files/3b7328910ab94cf4ab09cd9ef4007b96.mp3;/Files/3661db6354cd40468a9d529e72ab9742.mp3
227;6;6.6;"बन्धुरात्मात्मनस्तस्य येनैवात्मात्मना जितः ।
अनात्मनस्तु शत्रुत्वे वर्तेतात्मैव शत्रुवत् ॥६॥";"бандхур а̄тма̄тманас тасйа, йенаива̄тма̄тмана̄ джитах̣
ана̄тманас ту ш́атрутве, вартета̄тмаива ш́атруват";Для овладевшего своим умом он — лучший друг. Но для того, кто не способен его контролировать, ум становится коварнейшим врагом.;NULL;6;/Files/672451e0435d48b5b35106f50aac05cb.mp3;/Files/30e246af1459460084000a5d1fe879aa.mp3
228;6;6.7;"जितात्मनः प्रशान्तस्य परमात्मा समाहितः ।
शीतोष्णसुखदुःखेषु तथा मानापमानयोः ॥७॥";"джита̄тманах̣ праш́а̄нтасйа, парам а̄тма̄ сама̄хитах̣
ш́ӣтош̣н̣а-сукха-дух̣кхеш̣у, татха̄ ма̄на̄пама̄найох̣";Йог, обуздавший свой ум, безмятежен и погружен в осознание духовной реальности, оставаясь беспристрастным к таким проявлениям двойственности, как холод и жара, удовольствия и страдания, почет и бесславие.;NULL;7;/Files/907bda136d694fd6b89dc3a6e7ffd6dd.mp3;/Files/af385294ed8f4448a03be352f8e73420.mp3
229;6;6.8;"ज्ञानविज्ञानतृप्तात्मा कूटस्थो विजितेन्द्रियः ।
युक्त इत्युच्यते योगी समलोष्ट्राश्मकाञ्चनः ॥८॥";"джн̃а̄на-виджн̃а̄на-тр̣пта̄тма̄, кӯт̣астхо виджитендрийах̣
йукта итй учйате йогӣ, сама-лош̣т̣ра̄ш́ма-ка̄н̃чанах̣";Тот достоин именоваться йогом, кто находит удовлетворение лишь в постижении истины и духовных откровениях. Он полностью владеет собой, постоянно пребывая в сфере нематериального, и не делает различий между песком, камнем и золотом.;NULL;8;/Files/90203a21ae4149cba15626d92926dd06.mp3;/Files/0bf279883fd6473fa4ca3b9ac657b995.mp3
230;6;6.9;"सुहृन् मित्रार्युदासीनमध्यस्थद्वेष्यबन्धुषु ।
साधुष्वपि च पापेषु समबुद्धिर्विशिष्यते ॥९॥";"сухр̣н-митра̄рй-уда̄сӣна-, мадхйастха-двеш̣йа-бандхуш̣у
са̄дхуш̣в апи ча па̄пеш̣у, сама-буддхир виш́иш̣йате";Еще более возвышен тот, кто одинаково взирает на друзей, врагов и посредников между враждующими сторонами, на завистников и доброжелателей, на посторонних людей и родных, на праведников и грешников.;NULL;9;/Files/2b4a42f7b5164ef49a8e314930028b04.mp3;/Files/f56167c9bc454a35afdd26b6cec184da.mp3
231;6;6.10;"योगी युञ्जीत सततमात्मानं रहसि स्थितः ।
एकाकी यतचित्तात्मा निराशीरपरिग्रहः ॥१०॥";"йогӣ йун̃джӣта сататам, а̄тма̄нам̇ рахаси стхитах̣
эка̄кӣ йата-читта̄тма̄, нира̄ш́ӣр апариграхах̣";Йогу следует жить в одиночестве, в безлюдном месте. Подчинив ум и тело, он должен освободиться от мирских желаний и отрешиться от иллюзорного чувства собственности, всецело погрузившись в духовное самоосознание.;NULL;10;/Files/64a78a3ec8e147da8407d615022b92ec.mp3;/Files/1d4728afdfbb49208c0e8ce638b5a3ee.mp3
232;6;6.11-12;"शुचौ देशे प्रतिष्ठाप्य स्थिरमासनमात्मनः ।
नात्युच्छ्रितं नातिनीचं चेलाजिनकुशोत्तरम् ॥११॥
तत्रैकाग्रं मनः कृत्वा यतचित्तेन्द्रियक्रियः ।
उपविश्यासने युञ्ज्याद्योगमात्मविशुद्धये ॥१२॥";"ш́учау деш́е пратиш̣т̣ха̄пйа, стхирам а̄санам а̄тманах̣
на̄тй-уччхритам̇ на̄ти-нӣчам̇, чела̄джина-куш́оттарам
татраика̄грам̇ манах̣ кр̣тва̄, йата-читтендрийа-крийах̣
упавиш́йа̄сане йун̃джйа̄д, йогам а̄тма-виш́уддхайе";В чистом месте йог должен обустроить себе место для медитации. Для этого он должен взять траву куша, накрыть ее шкурой оленя и тканью. Сидение должно быть не слишком высоким и не слишком низким. Затем, приняв сидячую позу, ему следует обуздать ум и чувства, очистив сердце от мирских помыслов.;NULL;11;/Files/4b121b0863754f29a574106629dbe912.mp3;/Files/d95989ce654148c482ce8756619a9b51.mp3
